i,j,v
490760,467312,100
195775,517074,94
14050,297681,50
520827,400497,15
296689,445336,49
396236,426698,200
285604,15513,10
251596,324395,10
533785,432217,40
476277,415089,10
606671,542585,25
460082,291253,101
594533,435404,100
508315,501988,49
490760,420493,80
526995,469557,51
13728,18745,50
348773,431567,20
508645,335969,64
273897,434908,5
381793,469557,101
295684,233030,1500
416401,785362,5
215901,192379,100
481292,390278,5
520827,414708,10
283056,321795,250
440352,283441,22
430056,268597,70
434449,398438,80
500738,425967,1000
339205,213396,100
292423,511368,2
308587,483188,40
448380,434093,48
410577,395346,50
421718,437079,28
467312,508394,5
375775,482953,10
421163,493739,10
407281,458191,100
444785,404680,135
401491,283144,200
263574,434908,50
456555,236636,20
500474,511287,11
247018,483188,20
499373,274908,202
251596,436577,10
444649,375775,20
377742,214025,98
380455,20806,69
443225,521007,5
443225,448079,2
213396,339205,100
455048,420974,20
247018,283144,32
321969,315676,48
501169,486468,10
16462,740837,20
251596,221578,10
411761,438284,10
16462,195647,100
315676,321969,80
411761,445335,25
401491,445359,25
193174,22761,111
335477,425589,45
315676,371561,100
274908,455119,105
315676,420930,80
451888,404680,100
335477,213396,100
416401,242661,12
308094,285462,10
274908,499373,100
443225,251596,1
371561,315676,100
488583,429298,99
644212,562555,174
373182,318908,10
435978,306929,5
209586,330802,50
499312,488583,20
375775,444649,30
453804,396236,105
511676,217780,98
375831,355110,200
400074,500861,130
335477,339205,100
516519,500853,100
467312,420493,20
323070,315676,40
322662,22761,500
511043,505108,6
398414,388401,20
296689,430484,50
401491,337090,150
317239,18471,100
472738,15129,5
419386,416781,75
263574,445359,30
274264,228126,208
373182,280798,10
354393,460082,102
472738,15129,5
436463,575629,100
329190,324790,200
401235,403507,945
454428,421198,5
445335,251596,3
21473,360245,101
443478,483795,100
575629,436463,100
337574,314464,55
401491,296207,200
365224,346906,99
454428,435978,2
335969,526995,202
228126,333643,505
335969,368976,151
443305,486468,20
463031,375831,5
500861,544184,1
348773,343997,10
510816,498983,10
342551,330563,55
425728,424975,106
485714,426875,15
19783,318447,50
342551,338276,10
335969,339009,152
416294,501169,101
467347,500861,50
420657,318908,120
535736,511043,89
398824,274563,100
349816,308220,15
444033,445335,8
412805,405861,40
513185,513508,37
459385,360623,5
456432,342037,102
284408,307834,42
386213,3726,100
360623,354220,123
513203,513508,38
513352,515963,32
413828,12626,16
12626,308536,25
410948,439396,185
542220,430973,70
503541,350698,100
429886,504837,115
16610,407221,50
242446,228979,221
198629,264222,69
12626,413828,20
421085,391782,30
513368,513648,31
512323,401736,4
308827,364017,22
21431,267383,420
513111,513569,35
513724,513352,33
425054,291792,70
434888,380062,310
335383,364420,25
445864,459170,389
293702,315768,501
460287,238370,30
431613,542220,69
429539,512741,410
309639,328903,20
292262,19387,50
419144,273429,1106
407785,429137,20
311254,270228,100
7910,493739,9
293168,307128,10
419144,379934,1000
309639,414180,15
543363,214447,200
407785,19387,25
390613,390357,71
430973,542220,71
360623,309567,100
309639,489165,20
564456,513239,90
462982,443863,14
263333,346316,1000
374386,261754,70
412805,345923,5
3652,461236,10
488523,385215,20
456432,329423,200
292262,407785,50
449228,418321,100
459385,317501,10
513599,513635,39
387373,268597,109
246847,493739,100
407785,319616,22
359298,419521,50
405861,254081,50
406903,290093,1000
478492,269694,50
513111,513541,36
14999,362405,10
289935,503773,275
526995,405451,110
293560,378571,123
329423,456432,201
508213,408838,270
335383,17356,10
310252,248890,5
473061,306758,50
390613,481746,70
394081,322615,346
267671,387282,50
317528,445336,500
720450,326487,4000
14351,403619,1000
513168,513541,38
10144,7212,33
406903,407221,100
240779,12,110
498333,281144,400
418270,404803,100
14351,277952,500
513185,513541,39
329423,424315,600
499442,277313,30
10144,266053,33
334050,281836,15
293560,306758,47
12626,308284,25
8439,323251,1000
292262,440850,32
431541,336594,100
307213,459307,145
353837,253774,5
315768,510083,290
516028,411330,51
459170,368412,20
447176,406903,120
671480,399,30
331578,451534,61
456432,424315,500
516028,266782,10
15983,214570,100
372614,428352,17
419722,261625,10
486368,473061,68
671480,1287,35
459307,307213,143
216736,289952,201
278847,239828,500
387282,439083,206
419722,493739,10
513185,515971,41
270451,282725,300
296241,16617,511
356203,424315,600
513203,515971,42
425054,498447,5
249232,15821,300
296241,445226,211
424315,356203,700
472896,505108,3
451107,253424,129
486368,509054,60
434222,360623,25
430973,430110,60
514943,513465,36
414100,434908,190
513147,515975,39
423542,499042,51
472896,412805,3
513168,515975,40
407785,331026,99
472896,628230,4
423542,500776,40
281996,12626,50
268412,508745,45
192707,212645,30
284408,357745,13
513185,515975,41
376576,431522,25
377731,613002,4
289952,409279,201
377731,514198,5
516119,513147,39
12480,323251,10000
12480,403619,5000
377731,420958,4
516119,513147,36
19327,301723,2000
294370,2904,420
498333,429886,150
334050,509756,15
12626,2904,50
424395,434908,190
216736,339949,501
349545,304106,42
424365,387373,55
348611,422299,30
420554,395131,69
498333,473061,40
280002,367639,150
308042,6196,2
423036,281836,39
480036,643204,10
334050,217261,15
349545,9353,40
472896,650600,30
308042,395346,3
263574,398825,50
343056,288577,466
291084,307705,500
514959,514703,38
480036,507974,10
273254,15949,252
247018,423378,50
543363,234434,500
459385,326390,5
401386,509221,54
472896,518694,84
514959,515111,39
13906,401736,44
429539,448920,500
399223,315842,216
509345,510478,50
415248,1110,200
305150,217117,500
390940,366713,100
291084,281836,1000
322615,421119,51
472896,509042,20
473065,375536,48
509960,430973,61
472896,499956,48
330471,379211,300
600379,494470,61
355161,9386,5
570151,13184,50
329174,315842,110
478104,456432,502
498333,768884,200
768884,395008,201
407315,422022,117
373933,509221,91
425980,409517,120
19783,435501,20
318213,421962,500
293702,447411,480
379652,445234,86
269476,277792,1463
367639,351531,500
581018,622926,10
318213,304818,1000
498370,376468,60
429137,509960,41
501513,343056,130
262679,281836,101
232187,244218,560
318213,307128,500
456585,239533,100
367639,360600,1192
506340,484635,6
378086,445226,100
427275,425980,150
372091,417063,30
500151,499831,200
365892,488523,5
378086,445226,100
18471,263309,30
228837,248817,250
19783,759540,11
249958,209586,100
385303,421085,22
279606,525262,45
385303,500151,9
297636,377249,571
430973,509960,61
514966,515002,39
262901,417769,100
498324,476564,200
348561,503907,150
19237,15506,100
217117,289952,205
15129,16255,1
445796,267671,30
316268,249247,20
342551,338246,100
428352,447233,10
432891,512675,50
498324,505675,1400
15129,269780,1
422022,306237,99
419991,500590,10
437000,417426,37
288391,407596,502
322615,393855,160
281996,447233,50
309639,472330,25
514966,515111,38
511413,420631,186
364017,12738,500
514966,515516,39
632371,501349,58
330563,333643,100
434222,8447,20
431613,768884,60
498370,268412,101
244986,350139,5
409380,288391,500
293560,509265,60
425980,439083,339
379581,419722,20
431133,445570,70
291686,351855,25555
483746,418321,10
472680,403398,6
293560,451534,63
434888,383050,337
473065,284679,22
190857,189285,50
331578,383386,31
349775,296241,1100
437357,410926,111
226473,407769,50
326613,387282,93
472680,419388,4
483188,482024,20
385593,263309,20
309639,379581,25
14351,368021,360
354795,308536,100
1407,16567,4500
331251,729563,51
514448,202689,10
434222,403404,20
268663,366380,99
243719,389808,69
239292,284836,92
262901,411475,44
413025,243300,69
505108,508309,5
421163,281429,5
353665,230147,100
505108,287173,4
20005,492830,50
548049,780658,43
473065,3652,25
509265,266522,51
433590,440732,134
499824,281836,50
354795,408777,25
243300,3726,210
346002,324388,10
14260,5870,100
218369,249958,10
378440,387383,94
13640,3300,3000
326040,340034,150
249958,373025,222
508642,262876,100
2904,15513,420
11782,366713,500
326040,308587,50
408208,217699,200
485599,485686,135
196444,336567,99
2904,277952,1000
404424,15224,200
307253,7933,90
601398,704446,40
387282,14730,314
15462,451534,135
346002,239709,10
389384,298741,63
290313,379167,100
465823,547396,99
218402,7415,100
239828,276506,100
11782,380287,500
465639,452746,91
326040,330471,500
420229,631749,500
600379,475607,79
243818,11244,10
403881,23341,20
503907,431315,150
326040,323070,350
11782,374040,500
239828,387202,100
243818,12626,10
519646,405849,50
342503,403156,90
411475,262901,100
218402,277366,200
243818,196957,10
346002,647182,10
239828,243300,100
287505,307988,201
16374,264893,60
262901,237884,44
19358,405743,75
410492,475410,700
346002,397145,10
318589,469089,256
378440,386081,84
243932,297617,40
519646,323144,30
229621,8447,99
382645,15830,92
433488,509400,204
243818,284679,10
516256,397612,36
408979,390579,26
243818,296081,10
253076,470188,26
445210,348773,20
342503,500134,150
499424,482968,14
282725,270451,550
243818,333414,10
511343,370704,100
237884,262901,44
13336,462989,30
436452,403156,90
285604,309242,10
444283,438851,43
376455,249332,5
445210,308410,186
239828,381093,100
457716,8447,10
282725,290963,362
262901,237884,45
288579,265799,151
420229,784277,3650
427550,405409,48
414542,354647,32
285604,323433,10
389384,396503,60
210201,235561,22
253193,196444,320
482820,417884,66
431567,407785,38
436782,19323,500
229621,508638,199
366380,14370,99
18820,482968,41
420229,263309,76
15147,15506,200
4840,356241,10
411449,411475,210
436782,430507,100
371670,380455,50
370988,371981,60
262901,369716,44
15639,253248,13
343056,569629,52
430507,436782,101
380287,382857,19
14584,285484,168
515440,248469,287
544047,466111,25
427550,267841,28
430668,437076,137
456309,548943,10
389384,379388,59
514448,393452,5
243818,420554,10
456309,462601,30
704446,601398,41
248611,369922,250
380287,374151,19
243818,450187,10
340041,495615,5
290139,468947,100
268663,18820,46
420767,482968,41
497738,430789,300
243818,466688,10
397458,3,5
424829,335469,503
15639,16308,20
262303,531597,169
243818,9386,10
433488,326765,35
562631,302187,192
14593,14589,45
483746,714609,10
513167,331251,41
308536,195117,50
471502,296687,20
473065,394930,10
243818,510364,10
292896,14415,400
14593,483892,47
285484,381565,100
511543,420767,41
342503,569629,40
243932,544853,10
509297,336403,34
704446,386219,201
364012,361726,101
19358,509648,30
510199,430042,2205
437076,15327,52
285604,671554,10
279037,441956,250
360196,19105,100
360623,307834,25
262901,441956,250
285604,508309,3
405861,285484,161
307834,419388,1000
360196,527513,200
441956,262901,250
502692,336403,50
14415,491365,401
294717,378430,50
483892,14593,48
441956,279037,250
499926,502829,142
258382,249774,17
378430,294717,65
297066,511655,100
248817,295704,800
427550,405729,75
5431,6099,500
394930,14369,25
427550,405729,64
470886,403619,69
504631,456037,60
285604,528182,3
394930,325598,25
438851,444283,45
290313,512133,101
277313,381809,180
14369,394930,42
294717,499857,40
15513,4482,150
470886,250874,100
246905,493739,170
427260,337832,70
281162,378503,2595
376134,14415,200
704446,304536,200
13906,14415,55
434135,386851,50
246905,406881,50
513167,509544,57
512133,290313,100
279037,474644,200
308032,269405,200
410571,437076,98
705135,348611,10
439597,440215,900
381093,426065,25
431567,354156,44
436037,426338,30
431575,13539,77
472969,434402,50
531342,381809,40
15485,16981,11
410219,297910,210
367636,433811,90
226473,433488,50
525617,489915,83
426373,509544,76
14589,483892,46
403404,360623,100
450859,436577,3
268663,431567,45
8447,462989,420
265749,431113,111
15513,293719,100
20005,377646,100
449539,484336,91
15485,253248,14
445548,278303,106
316530,216522,500
199347,403619,69
392267,405729,80
422333,449009,50
8447,423378,40
409517,509265,12
15485,285695,20
440215,439597,145
333932,382857,300
383436,464987,53
466926,285604,30
421909,278543,125
16629,417555,1100
405228,18820,281
428777,565803,50
10095,428725,20
333932,318589,315
431218,508643,72
14351,409573,155
285604,466926,33
516256,431218,60
306237,382905,52
512371,356635,10
234616,631749,50
434135,476687,200
282725,364012,91
10095,443652,10
11287,847,500
10095,421883,15
14511,296207,10
512371,451779,5
383436,434135,201
17568,17673,300
409517,440850,19
290144,307988,1001
8447,8405,10
460287,234616,10
16629,421569,905
516256,508643,60
308536,8447,100
547444,420229,10
8447,12388,5
428777,364017,90
8447,7472,5
429058,294761,202
547444,483510,10
14589,509780,48
393863,387373,27
379388,298464,32
344719,422233,20
14345,466111,33
290313,282725,56
370263,357545,25
431575,372091,103
405729,392267,85
468987,326613,81
290093,290144,2001
547444,406512,10
389654,279097,149
379388,384612,38
294226,1460,100
290093,316530,2000
289236,265182,400
370263,15776,25
282725,290313,54
440283,16744,1
290144,290093,2002
440747,269694,100
15117,460847,3
4795,1556,3333
298464,379388,35
455682,322602,952
482024,482872,25
15117,449793,3
519392,536622,3
14260,484019,50
431541,13994,25
15117,356635,3
378042,514835,100
451903,253127,50
15117,560478,3
370263,417371,25
393794,409517,100
460508,322602,1651
242680,441632,500
460508,322602,952
431541,308410,25
13336,489265,50
489915,282073,25
308405,245124,69
8447,330807,25
482848,488922,190
489911,322602,1651
222144,8109,300
482872,375536,10
389114,506093,49
330349,218402,1000
482024,314532,20
13267,3621,1000
278406,224525,400
354647,509265,48
378042,434135,90
314532,410007,20
15117,334291,3
437079,243366,286
292896,393863,100
513580,513465,19
388622,451534,39
513465,514721,19
545545,434175,35
515688,397340,20
322662,590111,500
406536,404803,606
513465,514763,18
329211,1225,5
354795,4567,25
251596,343622,10
264450,353819,20
329211,343622,11
428395,511606,100
513536,513599,17
359338,266782,100
514690,513688,18
286955,329333,111
343622,329211,15
14260,528242,20
514766,516729,20
407704,420493,20
513536,514943,18
416401,516505,2
514690,513698,19
407704,296315,20
516165,516138,20
318213,317896,300
428265,384538,40
516733,441750,19
258848,447114,305
265516,316526,5
302878,466655,498
643204,662955,5
14260,423678,30
382827,426963,123
433272,512280,50
407704,500590,50
378440,365892,38
378693,378646,50
360551,452111,62
390448,378693,51
514766,516745,20
382857,13994,30
318213,436407,333
378646,378693,53
221578,8447,77
508926,418296,5
354775,420540,10
500588,500474,400
354795,482149,25
439169,417451,55
357055,489158,99
515008,518285,20
429262,188169,107
514703,513688,19
298541,263309,30
234568,420540,50
343039,308827,30
439169,378422,30
360551,342878,50
7978,416898,25
283144,3372,500
354775,343622,10
515008,518329,20
268608,273490,51
440850,428041,39
514703,514763,17
429107,475231,375
513599,514703,18
382857,398414,20
509791,366713,10000
515008,516165,20
381093,321795,30
343330,505633,39
513599,514690,19
400377,316311,100
497257,478791,10
462351,448307,166
451534,428041,40
509791,243719,1
448074,595763,20
16605,216548,500
513599,513465,20
339635,480795,112
381093,392370,30
515123,518285,20
435513,291929,5
513599,513635,20
436119,428265,103
381093,465628,30
704446,475410,71
515123,518302,20
221310,286958,2000
309639,489165,20
491507,491783,521
434553,461560,76
503775,306132,100
449793,452016,50
411843,371433,3
386459,400377,100
420493,607732,5
221310,16605,200
501767,424432,370
770214,379923,1
360551,494470,19
7978,330807,25
394072,396817,5
22761,336895,50
510956,391114,3
